experiment,dataset,quantity,polymer_type,model,train_size,split,rmse_mean,rmse_std,mae_mean,mae_std,mse_mean,n_folds,n_samples_mean
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_periodic_graph,3000,test,0.013934673530087769,0.000265519219676643,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_periodic_graph,10000,test,0.011546752760718919,9.759247546861432e-05,,,,5,2780.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,300,test,0.0820025277302536,0.011412959147896536,0.053350760810229395,0.0055021420997142,0.006854670190662567,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,300,train,0.030325386230806134,0.0026601467138527325,0.018265619620122915,0.00045794263860057165,0.0009267054305867877,5,300.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,300,val,0.0892166941816269,0.01309032783664599,0.05509874809384976,0.003256299889458985,0.008130975203568808,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,1000,test,0.06406319660739006,0.016628871792682454,0.039961021369956315,0.005502761897112462,0.0043806125366545835,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,1000,train,0.022530326478916347,0.0015749192100251272,0.013822169458735458,0.0002677349121704753,0.0005100959817646652,5,1000.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,RDKit_RF,1000,val,0.06939909260413664,0.012629687127228223,0.040299025494990426,0.0035810741185847467,0.0049757430512092065,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,300,test,0.12931695013974984,0.01322821567290957,0.09507921238740284,0.0076100868963244785,0.016897859283335558,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,300,train,0.01326119891652378,0.006980973654200361,0.010156985719998677,0.005929282141649538,0.00022459338986425097,5,300.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,300,val,0.13229011176841754,0.014734507997306603,0.0957849277390374,0.008283671296411879,0.017717779397623097,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,1000,test,0.0898894742320994,0.007004634032670596,0.0647965794801712,0.003325383708726643,0.008129182475654912,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,1000,train,0.01088507356340494,0.003567834064659001,0.008310466361045838,0.002900609329477408,0.00013121426639367827,5,1000.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polyBERT,1000,val,0.0929259580416371,0.012321769237564147,0.06422768175601959,0.006048820279637122,0.00878705967509988,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polymer_chemprop,300,test,0.05148111838685719,0.008556087250773566,,,,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polymer_chemprop,1000,test,0.02739443071545069,0.0029900083700937167,,,,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polymer_periodic_graph,300,test,0.05606625828634777,0.010501592763447302,,,,5,180.0
MD_5000/density/homopolymer_density/seed_42,MD_5000,density,homopolymer,polymer_periodic_graph,1000,test,0.028893490762496442,0.003120809956544125,,,,5,180.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,300,test,0.11167021110877746,0.0017663740220285253,0.0822192220163557,0.0013087673424137562,0.01247335612626462,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,300,train,0.04154748644110693,0.0016226776465829195,0.030221052984846942,0.0014472544457265859,0.0017288267123186838,5,300.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,300,val,0.11481245608736453,0.0018611390936036363,0.08435998005157302,0.0015265621832860476,0.013185363911538748,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,1000,test,0.10811888806695943,0.0022075189565557854,0.07876860150874565,0.0017002355136471628,0.01169456709677926,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,1000,train,0.04046844505641539,0.0018133755188933995,0.029187542364770124,0.001307306926578671,0.0016409833760566335,5,1000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,1000,val,0.11102811722277625,0.0013050297041856886,0.08079270588615597,0.0017283380273751363,0.01232894591656335,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,3000,test,0.1048474522233647,0.0029414469932515855,0.0751849090249007,0.0020401618113147293,0.011001640348144848,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,3000,train,0.03974724916923994,0.0007831821796720841,0.02815750737706495,0.0005440083053812989,0.001580457190848201,5,3000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,3000,val,0.10750000527652685,0.0013504658426886085,0.07698257254794483,0.001422661134667191,0.011558074892445572,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,10000,test,0.10208151537805436,0.0028509041922817053,0.07199070222350558,0.001967834924094537,0.010428763436593517,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,10000,train,0.03848804675393666,0.00033208322344799784,0.0269992685923622,0.00031517944856136927,0.00148144002220051,5,10000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,RDKit_RF,10000,val,0.10437740159375006,0.0012770791255065684,0.07340659750367651,0.0014666221561241018,0.010896272894555784,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,300,test,0.15405566014101008,0.0064981661945729356,0.11744078906335187,0.004125705340409773,0.023775372585374693,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,300,train,0.06098265813653779,0.01698954677950473,0.04551669232050578,0.012497539084875161,0.0040075292931708185,5,300.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,300,val,0.15675341546681093,0.003647789247372677,0.11954616306413572,0.0023564091953443365,0.02458493962690389,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,1000,test,0.13478754246931796,0.005077735547075198,0.10327160632731733,0.00492717238955534,0.018193465003204224,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,1000,train,0.08482361901651911,0.005615317738807641,0.06528907351493836,0.005318845968436784,0.0072265781363673506,5,1000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,1000,val,0.13667268028077217,0.003959729007759338,0.10499720800961695,0.0034880167353912163,0.018695100988945064,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,3000,test,0.13029008740785217,0.003970852391715888,0.09907470621823455,0.003739322807661095,0.016991274545462558,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,3000,train,0.08535955090279894,0.019173288671804838,0.06586073214213053,0.015239814958254078,0.007653867928819882,5,3000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,3000,val,0.1321684522157651,0.003848546251988569,0.10058133258589345,0.00271771494447266,0.01748331106936468,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,10000,test,0.12024261163274404,0.0018559581447038823,0.08982590974299065,0.0026401996168513233,0.0144617302328978,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,10000,train,0.09496199403046683,0.008173733159863182,0.07182951131343843,0.007104096377702685,0.009084590224011067,5,10000.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polyBERT,10000,val,0.12196872837902986,0.002242596136363043,0.09086434972461599,0.0024980291150724664,0.014881399939828394,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_chemprop,300,test,0.11257025675446512,0.0017024087169655775,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_chemprop,1000,test,0.11028532202918973,0.002057809147064767,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_chemprop,3000,test,0.1042705242929856,0.0033553328735187317,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_chemprop,10000,test,0.06861093513651575,0.00278813133443294,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_periodic_graph,300,test,0.1126451754040314,0.001596786892684447,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_periodic_graph,1000,test,0.10879485997846652,0.002325473129401575,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_periodic_graph,3000,test,0.09056848165349951,0.0025323689750954156,,,,5,2651.0
MD_5000/refractive_index/alternating_refractive_index/seed_42,MD_5000,refractive_index,alternating,polymer_periodic_graph,10000,test,0.06735468598836414,0.0012798866020465012,,,,5,2651.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,300,test,0.030802622458502616,0.0016749666628105109,0.023008978794464757,0.0013029358632074836,0.0009516070636425761,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,300,train,0.011385065619357721,0.0008483250488097112,0.00827352769882922,0.0004948974547506208,0.00013033937454551918,5,300.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,300,val,0.03163540626342336,0.0013531097188422708,0.022882111359202463,0.0007876051864426749,0.0010026298353630711,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,1000,test,0.02497467494042838,0.0015404903843548262,0.01780208437819191,0.0007153238506119632,0.000626107499004351,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,1000,train,0.00957415738637428,0.0002561773466626606,0.006561136327877354,0.000182273971211018,9.173011649200828e-05,5,1000.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,RDKit_RF,1000,val,0.024435124953233904,0.0016747912187690202,0.017682690563825428,0.001328454089452822,0.00059988025710662,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,300,test,0.12961761234062816,0.007129540625610066,0.09881925672985786,0.004556454034642183,0.016851555778417585,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,300,train,0.012370561195984477,0.009010647951957254,0.009472249031066894,0.007499419298977089,0.00023422256081770838,5,300.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,300,val,0.13100709625032933,0.0072421757019524614,0.09859149123347083,0.006407869237795862,0.01721530837684101,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,1000,test,0.0777560542047957,0.0033743380244028514,0.059471299204715465,0.002721093362379119,0.006057390122602058,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,1000,train,0.006129201221304739,0.0027157666020980946,0.004820679163932801,0.002235978946794887,4.494249584831493e-05,5,1000.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polyBERT,1000,val,0.08384244403263909,0.0016461540644841708,0.06030496400456096,0.0009345731791480752,0.007032265244570237,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polymer_chemprop,300,test,0.02541400055429154,0.002709675429899452,,,,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polymer_chemprop,1000,test,0.02053226649939882,0.0023504637696135358,,,,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polymer_periodic_graph,300,test,0.023180457962005747,0.0025210153574245654,,,,5,172.0
MD_5000/refractive_index/homopolymer_refractive_index/seed_42,MD_5000,refractive_index,homopolymer,polymer_periodic_graph,1000,test,0.018147449892599254,0.0010603899271566309,,,,5,172.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,300,test,56.97245400952382,2.045289711337652,42.80382203527817,1.4067741178080957,3250.0437258706115,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,300,train,20.81558103479501,0.7770459340739367,15.732828499999988,0.45479389105121554,433.8922141997785,5,300.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,300,val,56.14298982465294,1.3461696881774543,42.32285257801904,0.8389893103323856,3153.847479280451,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,1000,test,50.63974664767774,1.7097101666345513,36.56868459972863,0.8832366034044242,2567.3070493948826,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,1000,train,18.631496006539173,0.3978048277044029,13.557501989999981,0.2578272551130408,347.29089212263005,5,1000.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,1000,val,50.45427307635532,1.6695955157183267,36.75023074626868,0.7383504804041987,2548.42122084954,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,3000,test,44.6391626071922,1.8294400109048636,31.078320407055617,0.8151487153831797,1996.0016890248457,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,3000,train,16.49163063386843,0.2298500599017481,11.642672249999979,0.10101315415040477,272.0267120139844,5,3000.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,RDKit_RF,3000,val,44.05833641383917,0.7687161411516863,31.257346105834493,0.4425525779706506,1941.7279320606935,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,300,test,62.44750523609779,1.275431623434692,46.95710881930678,1.53356593144583,3901.317636038518,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,300,train,22.031181765488544,1.7044223867121653,16.634338297526043,1.483169987633837,488.27802565632044,5,300.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,300,val,60.99244019492755,1.874056292363295,46.216845703125,1.6970645718047277,3723.589847918761,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,1000,test,51.86402750897757,1.4113492491230406,37.55510140448768,1.5369426160475828,2691.8692561549824,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,1000,train,20.80640875231967,2.5113726141161226,15.171028237915039,1.9554182745042978,439.2136375755369,5,1000.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,1000,val,51.27703377160445,1.2089003808430756,37.00577851584032,0.9354323444353737,2630.7956325450664,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,3000,test,44.43400461617423,1.6919740370784018,31.084789368255493,1.0427112035475383,1977.24354237234,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,3000,train,22.328133753024456,4.461650265434285,16.365665178426106,3.433296352509302,518.4518799839999,5,3000.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polyBERT,3000,val,43.380572623921,0.8505413197792743,30.831793125934162,0.853851523630703,1882.5975017159362,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_chemprop,300,test,50.36088228873463,1.817345918338889,,,,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_chemprop,1000,test,45.699243503322734,2.1935469372821754,,,,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_chemprop,3000,test,40.571720823108876,2.6848008846039426,,,,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_periodic_graph,300,test,52.44469813139101,2.8685452114345704,,,,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_periodic_graph,1000,test,46.58882339611357,2.290890082658682,,,,5,737.0
PolyMetriX/Tg/Tg/seed_42,PolyMetriX,Tg,homopolymer,polymer_periodic_graph,3000,test,41.69075120945812,2.092991291906428,,,,5,737.0
