experiment,dataset,quantity,polymer_type,model,train_size,split,rmse_mean,rmse_std,mae_mean,mae_std,mse_mean,n_folds,n_samples_mean
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,300,train,0.014542712517697214,0.004328546800819089,0.01050578276316325,0.003152969314672842,0.00023022680477926844,5,300.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,300,val,0.09222284287659462,0.002624425189431656,0.07018464313994208,0.002199336692310774,0.00851194035581598,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,1000,test,0.06539217986555142,0.0019569741260504116,0.04991134255052471,0.0012773988539871149,0.0042799669352986585,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,1000,train,0.009240761499622576,0.0035222653038830196,0.006598296630382539,0.002799710737747185,9.7798025963845e-05,5,1000.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,1000,val,0.06512865957387008,0.0019381684426914916,0.04946526871310721,0.0011249555221246122,0.004245498794801305,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,3000,test,0.050525982996265005,0.0006915824945267151,0.0382513525674669,0.0002788111470539031,0.002553353244085596,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,3000,train,0.011546204447270513,0.0020907631147813704,0.008642471559842428,0.001858970233542342,0.0001376861275402997,5,3000.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,3000,val,0.05042338400427291,0.0008239175093683523,0.038240665982095454,0.00033981877582293197,0.002543196494504609,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,10000,test,0.039750646859060004,0.0005211430517125692,0.029887118352402885,0.00034573897009828946,0.0015803855157940448,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,10000,train,0.012275820100685956,0.0008933709840972044,0.008849224699735642,0.0007549002738898731,0.0001514938708596322,5,10000.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polyBERT,10000,val,0.03945288626201345,0.00036224002249899323,0.029873378718499655,0.0002967583801821006,0.00155666145223727,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_chemprop,300,test,0.030741774522351335,0.001733198846738152,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_chemprop,1000,test,0.01765696418582126,0.00041899426128727763,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_chemprop,3000,test,0.013671135032819613,0.0002792654457559354,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_chemprop,10000,test,0.011436592746982487,0.00018222315286519757,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_periodic_graph,300,test,0.03253288620785645,0.0007758563484727654,,,,5,2780.0
MD_5000/density/alternating_density/seed_42,MD_5000,density,alternating,polymer_periodic_graph,1000,test,0.01792273154669472,0.00022199825397320686,,,,5,2780.0
